2024-09-12 21:19:22 | SUCCESS  | __main__:load_data:37 - 数据加载成功！
2024-09-12 21:19:22 | INFO     | utils:create_reports:39 - 输出目录E:\检测报告生成\理想华府地下车库人防地下室_抗渗性能_202409122119_待打印不存在，已创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200098_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200099_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200100_理想华府9#楼.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200104_理想华府9#楼.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200107_理想华府7#楼.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200108_理想华府7#楼.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200111_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:19:22 | INFO     | utils:create_reports:50 - 检测报告 >>>241200112_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:19:24 | INFO     | __main__:update_report:79 - 检测报告 >>>241200098_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:25 | INFO     | __main__:update_report:79 - 检测报告 >>>241200099_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:26 | INFO     | __main__:update_report:79 - 检测报告 >>>241200100_理想华府9#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:27 | INFO     | __main__:update_report:79 - 检测报告 >>>241200104_理想华府9#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:28 | INFO     | __main__:update_report:79 - 检测报告 >>>241200107_理想华府7#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:29 | INFO     | __main__:update_report:79 - 检测报告 >>>241200108_理想华府7#楼.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:30 | INFO     | __main__:update_report:79 - 检测报告 >>>241200111_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:31 | INFO     | __main__:update_report:79 - 检测报告 >>>241200112_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:19:31 | SUCCESS  | __main__:update_report:83 - 所有报告已完成！输出目录 >>> E:\检测报告生成\理想华府地下车库人防地下室_抗渗性能_202409122119_待打印
2024-09-12 21:52:39 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-12 21:52:39 | INFO     | utils:create_reports:39 - 输出目录E:\检测报告生成\理想华府地下车库人防地下室_抗压强度_202409122152_待打印不存在，已创建！
2024-09-12 21:52:39 | INFO     | utils:create_reports:50 - 检测报告 >>>241100804_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:52:39 | INFO     | utils:create_reports:50 - 检测报告 >>>241100810_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:52:49 | SUCCESS  | __main__:load_data:37 - 数据加载成功！
2024-09-12 21:52:49 | INFO     | utils:create_reports:50 - 检测报告 >>>241100804_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:52:49 | INFO     | utils:create_reports:50 - 检测报告 >>>241100810_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:52:50 | INFO     | __main__:update_report:134 - 检测报告 >>>241100804_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:52:51 | INFO     | __main__:update_report:134 - 检测报告 >>>241100810_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:52:51 | SUCCESS  | __main__:update_report:138 - 所有报告已完成！输出目录 >>> E:\检测报告生成\理想华府地下车库人防地下室_抗压强度_202409122152_待打印
2024-09-12 21:58:41 | SUCCESS  | __main__:load_data:108 - 数据加载成功！
2024-09-12 21:58:41 | INFO     | utils:create_reports:39 - 输出目录E:\检测报告生成\理想华府地下车库人防地下室_抗压强度_202409122158_待打印不存在，已创建！
2024-09-12 21:58:41 | INFO     | utils:create_reports:50 - 检测报告 >>>241100804_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:58:41 | INFO     | utils:create_reports:50 - 检测报告 >>>241100810_理想华府地下车库人防地下室.docx<<< 已成功创建！
2024-09-12 21:58:42 | INFO     | __main__:update_report:58 - 检测报告 >>>241100804_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:58:43 | INFO     | __main__:update_report:58 - 检测报告 >>>241100810_理想华府地下车库人防地下室.docx<<< 中的所有数据已成功修改!
2024-09-12 21:58:43 | SUCCESS  | __main__:update_report:62 - 所有报告已完成！输出目录 >>> E:\检测报告生成\理想华府地下车库人防地下室_抗压强度_202409122158_待打印
