2024-09-13 07:16:13 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:16:33 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:17:13 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:17:25 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:21:43 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:24:46 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:25:06 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:25:10 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:25:12 | SUCCESS  | __main__:load_data:36 - 数据加载成功！
2024-09-13 07:26:34 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:27:08 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:27:11 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:37:58 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:48:18 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:49:01 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:49:21 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:49:37 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:52:21 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:52:38 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:52:40 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:53:22 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:53:23 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:53:29 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:55:15 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:55:44 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:55:58 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:56:12 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:56:20 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:56:23 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:59:38 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
2024-09-13 07:59:59 | SUCCESS  | __main__:load_data:38 - 数据加载成功！
